,TF-IDF
noncovid,0.0
nonchalant,0.0
non,0.0
nominate,0.0
nomadic,0.0
noisy,0.0
noise,0.0
nod,0.0
nobody,0.0
nikki,0.0
nike,0.0
nighttime,0.0
nightmare,0.0
nightly,0.0
nigh,0.0
niggling,0.0
nigerian,0.0
reward,0.0
ripple,0.0
rib,0.0
trait,0.0
translate,0.0
transition,0.0
transit,0.0
transform,0.0
transfer,0.0
transcription,0.0
transcript,0.0
transcribe,0.0
transactional,0.0
transaction,0.0
tram,0.0
trainer,0.0
transmission,0.0
trainee,0.0
train,0.0
trail,0.0
traffic,0.0
traditionally,0.0
traditional,0.0
tradition,0.0
trader,0.0
tract,0.0
tracksuit,0.0
tracking,0.0
translation,0.0
transmit,0.0
unemployed,0.0
tray,0.0
trick,0.0
tribulation,0.0
trial,0.0
trendy,0.0
tremendous,0.0
trek,0.0
tree,0.0
treatment,0.0
treat,0.0
treadmill,0.0
tread,0.0
travelling,0.0
transparent,0.0
traveller,0.0
travelled,0.0
travel,0.0
traumatised,0.0
traumatic,0.0
traumas,0.0
trauma,0.0
trapped,0.0
trap,0.0
transport,0.0
transpire,0.0
track,0.0
traced,0.0
trace,0.0
tomato,0.0
toothbrush,0.0
toothache,0.0
tool,0.0
tonne,0.0
tonight,0.0
tonic,0.0
toner,0.0
tone,0.0
ton,0.0
tomorrow,0.0
tommy,0.0
tom,0.0
toy,0.0
toll,0.0
tolerate,0.0
tolerant,0.0
tolerance,0.0
told,0.0
toilet,0.0
tofu,0.0
toenail,0.0
toe,0.0
toddler,0.0
today,0.0
toothpaste,0.0
top,0.0
topic,0.0
topnotch,0.0
toxic,0.0
town,0.0
tower,0.0
towel,0.0
towards,0.0
toward,0.0
tourist,0.0
tourism,0.0
tour,0.0
tough,0.0
touchy,0.0
touch,0.0
totter,0.0
totally,0.0
total,0.0
toss,0.0
torturous,0.0
torture,0.0
tortilla,0.0
toronto,0.0
torn,0.0
torch,0.0
topple,0.0
tricky,0.0
tried,0.0
trigger,0.0
uncertain,0.0
unconditional,0.0
uncomfortably,0.0
uncomfortable,0.0
uncles,0.0
unclear,0.0
unclean,0.0
uncle,0.0
unclaimed,0.0
unchecked,0.0
unchangeable,0.0
uncertainty,0.0
uncaring,0.0
ugly,0.0
unbelievably,0.0
unbelievable,0.0
unbearable,0.0
unaware,0.0
unappreciative,0.0
unannounced,0.0
unable,0.0
umbrella,0.0
ultrasound,0.0
ultimately,0.0
ultimate,0.0
unconditionally,0.0
unconnected,0.0
unconsciously,0.0
undecided,0.0
uneasiness,0.0
unease,0.0
undress,0.0
undoubtedly,0.0
undiagnosed,0.0
underweight,0.0
undervalued,0.0
understood,0.0
understanding,0.0
understandably,0.0
understand,0.0
understaffed,0.0
underperformed,0.0
underpaid,0.0
underneath,0.0
underlying,0.0
underline,0.0
underlie,0.0
undergraduate,0.0
undergrad,0.0
undergone,0.0
undercooked,0.0
undelivered,0.0
ukraine,0.0
ugh,0.0
trip,0.0
trust,0.0
tuna,0.0
tumultuous,0.0
tumbleweed,0.0
tuition,0.0
tugging,0.0
tuesday,0.0
tue,0.0
tube,0.0
tub,0.0
truthfully,0.0
truth,0.0
trump,0.0
tyre,0.0
truly,0.0
true,0.0
truck,0.0
trouser,0.0
troublesome,0.0
troubled,0.0
trouble,0.0
trot,0.0
trolley,0.0
trivial,0.0
triple,0.0
tune,0.0
tuned,0.0
tunnel,0.0
tupperware,0.0
typically,0.0
typical,0.0
type,0.0
two,0.0
twitter,0.0
twist,0.0
twin,0.0
twice,0.0
twenty,0.0
tweak,0.0
twat,0.0
tutoring,0.0
tutorial,0.0
tutor,0.0
tussle,0.0
turtle,0.0
turning,0.0
turned,0.0
turn,0.0
turmoil,0.0
turkish,0.0
turkey,0.0
turbulent,0.0
toast,0.0
tito,0.0
title,0.0
taunt,0.0
team,0.0
tealight,0.0
teacup,0.0
teaching,0.0
teacher,0.0
teach,0.0
tea,0.0
taxpayer,0.0
taxi,0.0
taxed,0.0
tax,0.0
taught,0.0
tandoori,0.0
tasty,0.0
taste,0.0
tartrate,0.0
tarlac,0.0
target,0.0
tape,0.0
tap,0.0
tantrums,0.0
tantrum,0.0
tank,0.0
tangled,0.0
teapot,0.0
tear,0.0
tearful,0.0
teary,0.0
ten,0.0
tempt,0.0
temporary,0.0
temporarily,0.0
template,0.0
temperature,0.0
temper,0.0
temp,0.0
telly,0.0
tell,0.0
television,0.0
telephonic,0.0
telephone,0.0
teeth,0.0
teenager,0.0
teenage,0.0
tedious,0.0
ted,0.0
technique,0.0
technician,0.0
technically,0.0
technical,0.0
tech,0.0
tangent,0.0
talkie,0.0
tenant,0.0
swede,0.0
swipe,0.0
swing,0.0
swimming,0.0
swim,0.0
swiftly,0.0
swell,0.0
sweetie,0.0
sweetcorn,0.0
sweet,0.0
swedish,0.0
sweden,0.0
sweatshirt,0.0
talked,0.0
sweating,0.0
sweater,0.0
swearing,0.0
sway,0.0
swapping,0.0
swap,0.0
swan,0.0
swallow,0.0
swab,0.0
sustainable,0.0
sustainability,0.0
swiss,0.0
switch,0.0
sympathetic,0.0
sympathise,0.0
taliban,0.0
talent,0.0
tale,0.0
taking,0.0
takeout,0.0
takeaway,0.0
taiwan,0.0
tail,0.0
tagliatelle,0.0
tag,0.0
tactfully,0.0
tackle,0.0
tack,0.0
tablet,0.0
tablespoon,0.0
table,0.0
tab,0.0
system,0.0
syrup,0.0
syndrome,0.0
symptomatic,0.0
symptom,0.0
sympathy,0.0
tenancy,0.0
tend,0.0
tissue,0.0
throw,0.0
tick,0.0
thyroid,0.0
thyme,0.0
thus,0.0
thursday,0.0
thurs,0.0
thunderstorm,0.0
thug,0.0
thrust,0.0
thru,0.0
thrown,0.0
throughout,0.0
thoroughly,0.0
throat,0.0
thrive,0.0
thrice,0.0
threw,0.0
three,0.0
threaten,0.0
threat,0.0
thread,0.0
thousand,0.0
thoughts,0.0
thought,0.0
ticket,0.0
tidy,0.0
tie,0.0
tier,0.0
tiring,0.0
tiredness,0.0
tired,0.0
tire,0.0
tiptoe,0.0
tip,0.0
tiny,0.0
tinsel,0.0
tin,0.0
timing,0.0
timetabling,0.0
timetable,0.0
timer,0.0
timely,0.0
timeline,0.0
till,0.0
tile,0.0
til,0.0
tightly,0.0
tighter,0.0
tighten,0.0
tight,0.0
tiger,0.0
though,0.0
thorough,0.0
tendency,0.0
terrify,0.0
texts,0.0
texting,0.0
texted,0.0
textbook,0.0
text,0.0
testosterone,0.0
testing,0.0
testable,0.0
test,0.0
terror,0.0
terrifying,0.0
terrifies,0.0
thomas,0.0
terribly,0.0
terrible,0.0
terminology,0.0
terminate,0.0
term,0.0
tepid,0.0
tent,0.0
tension,0.0
tense,0.0
tends,0.0
tender,0.0
thai,0.0
thames,0.0
thank,0.0
thankful,0.0
tho,0.0
thirsty,0.0
thirdly,0.0
third,0.0
thinks,0.0
thinking,0.0
thinker,0.0
thin,0.0
thicker,0.0
thesis,0.0
thesaurus,0.0
thermometer,0.0
therefore,0.0
thereafter,0.0
therapy,0.0
therapist,0.0
therapeutic,0.0
theory,0.0
themed,0.0
theme,0.0
theft,0.0
thanks,0.0
thankfully,0.0
uneasy,0.0
unemployment,0.0
rice,0.0
webinars,0.0
weep,0.0
weekly,0.0
weekend,0.0
weekday,0.0
wee,0.0
wednesday,0.0
wedge,0.0
wedding,0.0
wed,0.0
website,0.0
webpage,0.0
webinar,0.0
weight,0.0
weather,0.0
wearing,0.0
wear,0.0
wean,0.0
wealthy,0.0
wealth,0.0
weakness,0.0
weakly,0.0
weakened,0.0
weak,0.0
way,0.0
weigh,0.0
weird,0.0
unexpected,0.0
whats,0.0
whilst,0.0
whichever,0.0
whether,0.0
wherever,0.0
whereas,0.0
whenever,0.0
wheeze,0.0
wheelchair,0.0
wheel,0.0
wheat,0.0
whatsoever,0.0
whatever,0.0
weirdly,0.0
wettable,0.0
wet,0.0
westminster,0.0
western,0.0
west,0.0
welling,0.0
well,0.0
welfare,0.0
welder,0.0
welcoming,0.0
welcome,0.0
wax,0.0
watson,0.0
waterworks,0.0
wall,0.0
war,0.0
wanting,0.0
wanted,0.0
wane,0.0
wander,0.0
wand,0.0
wan,0.0
walnut,0.0
wallow,0.0
wallets,0.0
wallet,0.0
walking,0.0
waterproof,0.0
walker,0.0
walked,0.0
walk,0.0
wake,0.0
waitress,0.0
waiting,0.0
waite,0.0
wait,0.0
waisted,0.0
wagon,0.0
wage,0.0
ward,0.0
wardrobe,0.0
warehouse,0.0
warm,0.0
watermelon,0.0
watering,0.0
watergate,0.0
water,0.0
watching,0.0
watch,0.0
wasting,0.0
wasted,0.0
waste,0.0
wastage,0.0
washroom,0.0
washing,0.0
washer,0.0
washed,0.0
wash,0.0
wary,0.0
warp,0.0
warning,0.0
warn,0.0
warmth,0.0
warmongering,0.0
warming,0.0
warmer,0.0
whisky,0.0
white,0.0
whiteboard,0.0
worthlessness,0.0
wrong,0.0
writing,0.0
write,0.0
wrist,0.0
wreck,0.0
wrap,0.0
wracking,0.0
wrack,0.0
wow,0.0
wound,0.0
worthy,0.0
worthless,0.0
working,0.0
worth,0.0
worship,0.0
worsen,0.0
worse,0.0
worryingly,0.0
worrying,0.0
worried,0.0
world,0.0
workshop,0.0
workplace,0.0
workout,0.0
xmas,0.0
yard,0.0
yarn,0.0
yea,0.0
zone,0.0
zombie,0.0
zit,0.0
zero,0.0
zealand,0.0
zara,0.0
youtube,0.0
youth,0.0
young,0.0
yorkshire,0.0
york,0.0
yolk,0.0
yogurt,0.0
yoghurt,0.0
yoga,0.0
yet,0.0
yesterday,0.0
yes,0.0
yenisey,0.0
yellow,0.0
yell,0.0
yeast,0.0
yeah,0.0
workload,0.0
worker,0.0
whoever,0.0
win,0.0
wise,0.0
wireless,0.0
wipe,0.0
winter,0.0
wing,0.0
wine,0.0
windy,0.0
windowsill,0.0
windows,0.0
window,0.0
wind,0.0
willingness,0.0
workaholic,0.0
willing,0.0
wilkes,0.0
wild,0.0
wiki,0.0
wifi,0.0
wife,0.0
wider,0.0
wide,0.0
whose,0.0
wholly,0.0
whole,0.0
wisely,0.0
wish,0.0
wishing,0.0
wit,0.0
work,0.0
wore,0.0
word,0.0
woolly,0.0
wool,0.0
woodland,0.0
wooden,0.0
wood,0.0
wont,0.0
wonderful,0.0
wonder,0.0
woman,0.0
wolf,0.0
woke,0.0
woe,0.0
wobble,0.0
witness,0.0
withstand,0.0
without,0.0
withing,0.0
within,0.0
withdrawal,0.0
withdraw,0.0
waddle,0.0
wad,0.0
vulnerable,0.0
unstoppable,0.0
unwell,0.0
unwelcome,0.0
unwanted,0.0
unusual,0.0
unto,0.0
untidy,0.0
unsurprising,0.0
unsure,0.0
unsupported,0.0
unsuccessful,0.0
unstructured,0.0
unstable,0.0
unpopular,0.0
unsociable,0.0
unsettle,0.0
unsatisfied,0.0
unsafe,0.0
unresolvable,0.0
unrequited,0.0
unreliable,0.0
unreasonable,0.0
unrealistic,0.0
unproductive,0.0
unpredictable,0.0
unwilling,0.0
unwind,0.0
unwise,0.0
unworthy,0.0
usable,0.0
urinary,0.0
urgently,0.0
urgent,0.0
urgency,0.0
urge,0.0
upwards,0.0
upstairs,0.0
upsetting,0.0
ups,0.0
upper,0.0
upon,0.0
uploaded,0.0
upload,0.0
uplifting,0.0
uplift,0.0
uphold,0.0
uphill,0.0
upgrading,0.0
upgrade,0.0
update,0.0
upcoming,0.0
upbeat,0.0
unprecedented,0.0
unplug,0.0
used,0.0
unhappy,0.0
uninviting,0.0
uninvited,0.0
uninterested,0.0
unintentional,0.0
unimportant,0.0
unimaginable,0.0
uniform,0.0
unicorn,0.0
uni,0.0
unhelpful,0.0
unhealthy,0.0
ungrounded,0.0
unpleasant,0.0
ungrateful,0.0
unfurnished,0.0
unfortunately,0.0
unfortunate,0.0
unforgiving,0.0
unforeseen,0.0
unfinished,0.0
unfamiliar,0.0
unfairness,0.0
unfair,0.0
unexpectedly,0.0
union,0.0
unique,0.0
unis,0.0
unit,0.0
unpacked,0.0
unpack,0.0
unnecessary,0.0
unnecessarily,0.0
unnatural,0.0
unmoving,0.0
unmotivated,0.0
unlucky,0.0
unlock,0.0
unload,0.0
unlimited,0.0
unlikely,0.0
unlike,0.0
unless,0.0
unlearn,0.0
unknown,0.0
unknowingly,0.0
unkind,0.0
unjust,0.0
university,0.0
universal,0.0
united,0.0
unite,0.0
use,0.0
useful,0.0
vulnerability,0.0
vinegar,0.0
virtue,0.0
virtually,0.0
virtual,0.0
virginia,0.0
virgin,0.0
viral,0.0
violent,0.0
violence,0.0
violates,0.0
violated,0.0
violate,0.0
village,0.0
victim,0.0
vigorous,0.0
vigilant,0.0
viewing,0.0
viewed,0.0
view,0.0
videotape,0.0
videos,0.0
vide,0.0
victory,0.0
victoria,0.0
victimize,0.0
virus,0.0
visa,0.0
viscerally,0.0
viscous,0.0
vowel,0.0
voucher,0.0
vomit,0.0
volunteering,0.0
volunteer,0.0
voluntary,0.0
voluntarily,0.0
volcano,0.0
void,0.0
voice,0.0
vocalise,0.0
vocal,0.0
viva,0.0
vitamin,0.0
vital,0.0
visualise,0.0
visor,0.0
visitor,0.0
visiting,0.0
visit,0.0
vision,0.0
visibly,0.0
visible,0.0
victimise,0.0
viciously,0.0
useless,0.0
valentine,0.0
varies,0.0
varied,0.0
variant,0.0
vanity,0.0
vanilla,0.0
van,0.0
value,0.0
valuable,0.0
validation,0.0
validate,0.0
valid,0.0
vain,0.0
vicious,0.0
vaguely,0.0
vague,0.0
vacuum,0.0
vaccine,0.0
vaccination,0.0
vaccinate,0.0
utterly,0.0
utter,0.0
usual,0.0
usher,0.0
user,0.0
variety,0.0
various,0.0
vary,0.0
veg,0.0
vicinity,0.0
vice,0.0
vic,0.0
via,0.0
vessel,0.0
versus,0.0
version,0.0
verse,0.0
versa,0.0
verify,0.0
verbally,0.0
verbal,0.0
verb,0.0
venue,0.0
venture,0.0
vent,0.0
venice,0.0
vein,0.0
vehemently,0.0
veggie,0.0
vegetarian,0.0
vegetable,0.0
vegan,0.0
sustain,0.0
suspiciously,0.0
suspicious,0.0
sesame,0.0
severity,0.0
severely,0.0
severe,0.0
severance,0.0
several,0.0
settlement,0.0
settle,0.0
setting,0.0
settee,0.0
set,0.0
session,0.0
serving,0.0
sewer,0.0
service,0.0
serve,0.0
serum,0.0
serotonin,0.0
seriousness,0.0
seriously,0.0
serious,0.0
series,0.0
serial,0.0
serene,0.0
serena,0.0
sew,0.0
sewing,0.0
suspicion,0.0
shameful,0.0
sheaf,0.0
shave,0.0
shattered,0.0
shatter,0.0
sharp,0.0
shareware,0.0
shared,0.0
share,0.0
shard,0.0
shape,0.0
shampoo,0.0
shame,0.0
sex,0.0
sham,0.0
shallowly,0.0
shall,0.0
shaking,0.0
shakily,0.0
shakespeare,0.0
shake,0.0
shadow,0.0
sexually,0.0
sexuality,0.0
sexual,0.0
sequence,0.0
sequela,0.0
september,0.0
sector,0.0
seethe,0.0
seep,0.0
seemingly,0.0
seem,0.0
seeker,0.0
seek,0.0
seeing,0.0
seed,0.0
sedentary,0.0
security,0.0
secure,0.0
section,0.0
sepsis,0.0
secretly,0.0
secretive,0.0
secret,0.0
secondly,0.0
secondary,0.0
second,0.0
seaweed,0.0
seat,0.0
seasoning,0.0
seasonal,0.0
season,0.0
seizure,0.0
seldom,0.0
select,0.0
selection,0.0
separation,0.0
separately,0.0
separate,0.0
sentence,0.0
sent,0.0
sensitivity,0.0
sensitive,0.0
sensible,0.0
sense,0.0
sens,0.0
senior,0.0
send,0.0
seminar,0.0
semi,0.0
semester,0.0
semblance,0.0
selling,0.0
sell,0.0
selflessness,0.0
selfishness,0.0
selfish,0.0
self,0.0
selectively,0.0
shed,0.0
sheer,0.0
sheet,0.0
silver,0.0
simultaneously,0.0
simpson,0.0
simply,0.0
simplify,0.0
simplicity,0.0
simpler,0.0
simple,0.0
similarly,0.0
similarity,0.0
similar,0.0
sim,0.0
silo,0.0
sidetracked,0.0
silly,0.0
silently,0.0
silent,0.0
silence,0.0
significantly,0.0
significant,0.0
signal,0.0
sign,0.0
sigma,0.0
sightseeing,0.0
sightsee,0.0
since,0.0
sincerely,0.0
sincerity,0.0
sing,0.0
skill,0.0
ski,0.0
sketchy,0.0
sketchbook,0.0
skateboard,0.0
size,0.0
sixth,0.0
six,0.0
situation,0.0
situate,0.0
site,0.0
sit,0.0
sister,0.0
siren,0.0
sirach,0.0
sip,0.0
sinus,0.0
sinking,0.0
sink,0.0
singular,0.0
single,0.0
singer,0.0
singapore,0.0
sight,0.0
side,0.0
shelf,0.0
shitty,0.0
shortage,0.0
short,0.0
shops,0.0
shopping,0.0
shopper,0.0
shop,0.0
shoot,0.0
shoe,0.0
shocked,0.0
shock,0.0
shiver,0.0
shit,0.0
sid,0.0
shirt,0.0
ship,0.0
shine,0.0
shiitake,0.0
shift,0.0
shield,0.0
shes,0.0
sheriff,0.0
shelter,0.0
shelley,0.0
shell,0.0
shortbread,0.0
shortcut,0.0
shortlist,0.0
shortly,0.0
sickness,0.0
sicker,0.0
sick,0.0
sibling,0.0
shy,0.0
shuts,0.0
shutdown,0.0
shut,0.0
shun,0.0
shuffle,0.0
shrug,0.0
shroud,0.0
shrink,0.0
shrimp,0.0
shredder,0.0
shrank,0.0
showing,0.0
shower,0.0
show,0.0
shouting,0.0
shout,0.0
shoulder,0.0
shot,0.0
seaside,0.0
searching,0.0
search,0.0
route,0.0
ruminate,0.0
rumba,0.0
rule,0.0
ruin,0.0
rude,0.0
rubbish,0.0
rub,0.0
rowing,0.0
row,0.0
routinely,0.0
routine,0.0
rout,0.0
rose,0.0
roundtrip,0.0
rounded,0.0
roundabout,0.0
round,0.0
roughly,0.0
rough,0.0
rotator,0.0
rotation,0.0
rotate,0.0
rota,0.0
rosy,0.0
ruminating,0.0
run,0.0
running,0.0
runny,0.0
safeness,0.0
safeguarding,0.0
safeguard,0.0
sadness,0.0
sadly,0.0
sadder,0.0
sadden,0.0
sacrifice,0.0
sacred,0.0
sacral,0.0
sack,0.0
sac,0.0
sabbatical,0.0
ruthless,0.0
rusty,0.0
russian,0.0
russia,0.0
russell,0.0
russel,0.0
rushing,0.0
rushed,0.0
rush,0.0
rural,0.0
roses,0.0
root,0.0
safety,0.0
rile,0.0
ritual,0.0
rita,0.0
risotto,0.0
risky,0.0
risk,0.0
rishi,0.0
rise,0.0
leeway,0.0
rip,0.0
rinse,0.0
ring,0.0
rigmarole,0.0
roommate,0.0
rigid,0.0
rightly,0.0
right,0.0
rift,0.0
ridiculous,0.0
ride,0.0
ridden,0.0
rid,0.0
ricotta,0.0
rich,0.0
ricercare,0.0
river,0.0
riverside,0.0
road,0.0
roadway,0.0
room,0.0
rookie,0.0
rooftop,0.0
roof,0.0
romeo,0.0
romantically,0.0
romantic,0.0
romanian,0.0
rollerskating,0.0
rollercoaster,0.0
roll,0.0
role,0.0
rode,0.0
rock,0.0
robustness,0.0
robustly,0.0
robust,0.0
robotic,0.0
robot,0.0
robin,0.0
robe,0.0
rob,0.0
roast,0.0
safer,0.0
sahara,0.0
sear,0.0
scent,0.0
scientific,0.0
science,0.0
sci,0.0
schoolwork,0.0
school,0.0
scholar,0.0
schist,0.0
scheme,0.0
scheduled,0.0
schedule,0.0
sceptical,0.0
scenery,0.0
scar,0.0
scene,0.0
scenario,0.0
scattering,0.0
scattered,0.0
scatter,0.0
scary,0.0
scarily,0.0
scarf,0.0
scared,0.0
scare,0.0
scarcity,0.0
scientist,0.0
scissors,0.0
scope,0.0
score,0.0
sea,0.0
scurry,0.0
scupper,0.0
scrum,0.0
scrub,0.0
scrolling,0.0
scroll,0.0
scripture,0.0
screwed,0.0
screwdriver,0.0
screw,0.0
screen,0.0
screech,0.0
scream,0.0
scratch,0.0
scrape,0.0
scrap,0.0
scramble,0.0
scrabble,0.0
scottish,0.0
scott,0.0
scotland,0.0
scorn,0.0
scarce,0.0
scanner,0.0
sail,0.0
sand,0.0
sanity,0.0
sanitizers,0.0
sanitizer,0.0
sanitize,0.0
sanitising,0.0
sanitise,0.0
sanitation,0.0
sanitary,0.0
sanguine,0.0
sane,0.0
sandwich,0.0
sample,0.0
scan,0.0
sam,0.0
salvage,0.0
salt,0.0
salon,0.0
salmon,0.0
salisbury,0.0
sale,0.0
salary,0.0
salaried,0.0
salad,0.0
sake,0.0
sank,0.0
santa,0.0
sarah,0.0
sat,0.0
scampi,0.0
scammed,0.0
scam,0.0
scalp,0.0
scale,0.0
scald,0.0
saxophone,0.0
saw,0.0
savoury,0.0
saving,0.0
save,0.0
sausage,0.0
saucepan,0.0
sauce,0.0
saturday,0.0
saturation,0.0
saturate,0.0
satsuma,0.0
satisfy,0.0
satisfactory,0.0
satisfaction,0.0
satin,0.0
satiate,0.0
skim,0.0
skin,0.0
skincare,0.0
strangely,0.0
strengthen,0.0
strength,0.0
street,0.0
stream,0.0
streak,0.0
stray,0.0
strawberry,0.0
straw,0.0
strathclyde,0.0
strategy,0.0
stranger,0.0
strange,0.0
stood,0.0
strand,0.0
strainer,0.0
strain,0.0
straightforward,0.0
straight,0.0
strafford,0.0
story,0.0
storm,0.0
store,0.0
storage,0.0
stop,0.0
stressed,0.0
stressful,0.0
stressor,0.0
stretch,0.0
studying,0.0
study,0.0
studio,0.0
student,0.0
stuck,0.0
stubborn,0.0
struggle,0.0
structured,0.0
structure,0.0
struck,0.0
strongly,0.0
strong,0.0
stroll,0.0
stroke,0.0
strive,0.0
strip,0.0
string,0.0
strike,0.0
stride,0.0
strictly,0.0
stricter,0.0
strict,0.0
stretching,0.0
stoop,0.0
stone,0.0
stuffy,0.0
statistically,0.0
steer,0.0
steamroll,0.0
steam,0.0
steal,0.0
steak,0.0
steady,0.0
steadily,0.0
stayed,0.0
stay,0.0
status,0.0
stats,0.0
statistic,0.0
stomach,0.0
stationer,0.0
stationary,0.0
station,0.0
statement,0.0
state,0.0
stat,0.0
starve,0.0
startup,0.0
starting,0.0
starter,0.0
started,0.0
stein,0.0
stella,0.0
stem,0.0
stenographer,0.0
stole,0.0
stoicism,0.0
stoic,0.0
stock,0.0
stitch,0.0
stir,0.0
stipend,0.0
stink,0.0
stinginess,0.0
stimulation,0.0
stimulate,0.0
stilton,0.0
stigmatise,0.0
stiffly,0.0
stiff,0.0
sticky,0.0
sticker,0.0
stick,0.0
stew,0.0
stereotype,0.0
stepfather,0.0
stepdad,0.0
step,0.0
stuff,0.0
stun,0.0
stare,0.0
sunrise,0.0
supplement,0.0
supper,0.0
supervisor,0.0
supervising,0.0
supervise,0.0
supermarket,0.0
superbug,0.0
super,0.0
sunshine,0.0
sunset,0.0
sunscreen,0.0
sunny,0.0
sulk,0.0
sunlight,0.0
sunday,0.0
sunbathe,0.0
sun,0.0
summon,0.0
summertime,0.0
summer,0.0
summary,0.0
summarise,0.0
sum,0.0
sulphur,0.0
supplemental,0.0
supply,0.0
support,0.0
supportive,0.0
suspend,0.0
suspect,0.0
sushi,0.0
survive,0.0
survival,0.0
survey,0.0
surroundings,0.0
surround,0.0
surreal,0.0
surprisingly,0.0
surprising,0.0
surprised,0.0
surprise,0.0
surplus,0.0
surgery,0.0
surgeon,0.0
surge,0.0
surface,0.0
surely,0.0
sure,0.0
suppress,0.0
supposedly,0.0
suppose,0.0
sully,0.0
suited,0.0
stupid,0.0
subscription,0.0
success,0.0
succeed,0.0
suburb,0.0
subtle,0.0
substantive,0.0
substantially,0.0
substantial,0.0
subside,0.0
subsequently,0.0
subsequent,0.0
subsection,0.0
submit,0.0
suite,0.0
submission,0.0
sublet,0.0
subjugate,0.0
subjective,0.0
subject,0.0
subgroup,0.0
subfield,0.0
subconsciously,0.0
subconscious,0.0
style,0.0
stupidly,0.0
successful,0.0
successfully,0.0
suck,0.0
sucker,0.0
suitcase,0.0
suitable,0.0
suitability,0.0
suit,0.0
suicide,0.0
suicidal,0.0
suggestion,0.0
suggest,0.0
sugary,0.0
sugar,0.0
suffocation,0.0
suffocating,0.0
suffocated,0.0
suffocate,0.0
sufficient,0.0
suffice,0.0
suffering,0.0
sufferance,0.0
suffer,0.0
sudoku,0.0
suddenly,0.0
sudden,0.0
sucre,0.0
start,0.0
starbucks,0.0
skinny,0.0
sob,0.0
socially,0.0
socializing,0.0
socialize,0.0
socialization,0.0
socialism,0.0
socialising,0.0
socialise,0.0
socialisation,0.0
social,0.0
sociable,0.0
sober,0.0
soap,0.0
smoothy,0.0
soak,0.0
snuggle,0.0
snowman,0.0
snow,0.0
snore,0.0
snooze,0.0
snippet,0.0
snatch,0.0
snapshot,0.0
snap,0.0
snail,0.0
societal,0.0
society,0.0
sociological,0.0
sociology,0.0
somethings,0.0
something,0.0
someone,0.0
somehow,0.0
someday,0.0
somebody,0.0
soma,0.0
solving,0.0
solved,0.0
solve,0.0
solution,0.0
solitude,0.0
solitary,0.0
solidify,0.0
solidarity,0.0
solid,0.0
solely,0.0
software,0.0
soft,0.0
sofas,0.0
sofa,0.0
soda,0.0
sock,0.0
snack,0.0
smoothie,0.0
somewhat,0.0
sleeping,0.0
slim,0.0
slightly,0.0
slightest,0.0
slight,0.0
slide,0.0
slice,0.0
slept,0.0
sleeved,0.0
sleeve,0.0
sleepy,0.0
sleepless,0.0
sleeper,0.0
smoky,0.0
sleep,0.0
slave,0.0
slap,0.0
slant,0.0
slam,0.0
skyscraper,0.0
skyrocket,0.0
sky,0.0
skulduggery,0.0
skipping,0.0
skip,0.0
slip,0.0
slipper,0.0
slither,0.0
slog,0.0
smoking,0.0
smoke,0.0
smith,0.0
smiley,0.0
smile,0.0
smelt,0.0
smelly,0.0
smelling,0.0
smell,0.0
smash,0.0
smartphones,0.0
smartphone,0.0
smarter,0.0
smart,0.0
small,0.0
smack,0.0
slurring,0.0
sluggish,0.0
slowly,0.0
slow,0.0
slovak,0.0
slough,0.0
slot,0.0
sometime,0.0
somewhere,0.0
star,0.0
spoon,0.0
sprinkle,0.0
spring,0.0
spreadable,0.0
spread,0.0
sprayed,0.0
spray,0.0
spouse,0.0
spotty,0.0
spot,0.0
sport,0.0
sporadically,0.0
spontaneous,0.0
spinach,0.0
sponsorship,0.0
sponsor,0.0
sponge,0.0
spoke,0.0
spoil,0.0
splurge,0.0
split,0.0
splash,0.0
spit,0.0
spiritual,0.0
spirit,0.0
sprint,0.0
square,0.0
squash,0.0
squat,0.0
standstill,0.0
standoff,0.0
standing,0.0
standard,0.0
stand,0.0
stance,0.0
stamp,0.0
stamen,0.0
stall,0.0
stale,0.0
stake,0.0
staircase,0.0
stair,0.0
stagnant,0.0
stage,0.0
stag,0.0
staffroom,0.0
staff,0.0
stable,0.0
stability,0.0
stab,0.0
squish,0.0
squeeze,0.0
spiral,0.0
spill,0.0
son,0.0
sour,0.0
spanner,0.0
spanish,0.0
span,0.0
spain,0.0
spaghetti,0.0
space,0.0
spa,0.0
soy,0.0
south,0.0
sourdough,0.0
source,0.0
soup,0.0
spike,0.0
sounding,0.0
sound,0.0
soul,0.0
sort,0.0
sorry,0.0
sore,0.0
sophisticated,0.0
sooner,0.0
soon,0.0
sony,0.0
song,0.0
spare,0.0
spared,0.0
spark,0.0
sparkling,0.0
spicy,0.0
spent,0.0
spending,0.0
spend,0.0
spencer,0.0
spell,0.0
speedy,0.0
speed,0.0
speech,0.0
specimen,0.0
specified,0.0
specifically,0.0
specific,0.0
specie,0.0
specialness,0.0
specially,0.0
specialist,0.0
special,0.0
speaking,0.0
speaker,0.0
spat,0.0
sparse,0.0
sparkly,0.0
left,0.0
leaf,0.0
leek,0.0
communal,0.0
company,0.0
companionship,0.0
comoros,0.0
commuting,0.0
commute,0.0
community,0.0
communist,0.0
communicator,0.0
communicative,0.0
communication,0.0
communicate,0.0
common,0.0
comparison,0.0
commodity,0.0
committee,0.0
commitment,0.0
